koi rprs secthresh maxrad pr_heb pr_heb_Px2 pr_eb pr_eb_Px2 pr_beb pr_beb_Px2 L_tot fp FPP
K03283.02 0.020 170 1.53 nan nan nan nan nan nan nan nan nan 
K03284.01 0.019 156 2.28 nan nan nan nan nan nan nan nan nan 
K03285.01 0.028 539 4.80 nan nan nan nan nan nan nan nan nan 
K03286.01 0.017 135 1.20 nan nan nan nan nan nan nan nan nan 
K03287.01 0.018 100 0.75 nan nan nan nan nan nan nan nan nan 
K03288.01 0.027 185 0.60 nan nan nan nan nan nan nan nan nan 
K03289.01 0.861 675 0.50 nan nan nan nan nan nan nan nan nan 
K03290.01 0.442 146 0.50 nan nan nan nan nan nan nan nan nan 
K03291.01 0.083 86 0.50 nan nan nan nan nan nan nan nan nan 
K03292.01 0.031 154 0.50 nan nan nan nan nan nan nan nan nan 
K03293.01 0.335 4856 1.59 nan nan nan nan nan nan nan nan nan 
K03294.01 0.368 81 1.89 nan nan nan nan nan nan nan nan nan 
K03295.01 0.012 163 0.50 nan nan nan nan nan nan nan nan nan 
K03296.01 0.017 136 1.53 nan nan nan nan nan nan nan nan nan 
K03297.01 0.369 8526 0.50 nan nan nan nan nan nan nan nan nan 
K03298.01 0.027 268 2.16 nan nan nan nan nan nan nan nan nan 
K03299.01 0.482 466 2.22 nan nan nan nan nan nan nan nan nan 
K03300.01 0.021 441 2.07 nan nan nan nan nan nan nan nan nan 
K03300.02 0.016 154 2.25 nan nan nan nan nan nan nan nan nan 
K03301.01 0.011 83 3.30 nan nan nan nan nan nan nan nan nan 
K03302.01 0.024 232 0.50 nan nan nan nan nan nan nan nan nan 
K03303.01 0.025 219 1.35 nan nan nan nan nan nan nan nan nan 
K03304.01 0.379 2366 0.50 nan nan nan nan nan nan nan nan nan 
K03305.01 0.035 452 0.50 nan nan nan nan nan nan nan nan nan 
K03306.01 0.018 175 0.96 nan nan nan nan nan nan nan nan nan 
K03307.01 0.017 146 1.71 nan nan nan nan nan nan nan nan nan 
K03308.01 0.015 63 0.90 nan nan nan nan nan nan nan nan nan 
K03308.02 0.009 32 2.94 nan nan nan nan nan nan nan nan nan 
K03309.01 0.065 319 0.50 nan nan nan nan nan nan nan nan nan 
K03310.01 0.013 80 2.16 nan nan nan nan nan nan nan nan nan 
K03311.01 0.023 195 1.02 nan nan nan nan nan nan nan nan nan 
K03312.01 0.021 231 1.02 nan nan nan nan nan nan nan nan nan 
K03313.01 0.363 279 2.61 nan nan nan nan nan nan nan nan nan 
K03314.01 0.081 401 0.50 nan nan nan nan nan nan nan nan nan 
K03315.01 0.014 65 0.90 nan nan nan nan nan nan nan nan nan 
K03316.01 0.037 469 0.50 nan nan nan nan nan nan nan nan nan 
K03317.01 0.020 166 0.50 nan nan nan nan nan nan nan nan nan 
K03318.01 0.027 313 3.60 nan nan nan nan nan nan nan nan nan 
K03318.02 0.031 1025 3.60 nan nan nan nan nan nan nan nan nan 
K03319.01 0.016 74 2.10 nan nan nan nan nan nan nan nan nan 
K03319.02 0.015 47 1.20 nan nan nan nan nan nan nan nan nan 
K03319.03 0.010 32 1.95 nan nan nan nan nan nan nan nan nan 
K03320.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03321.01 0.320 820 4.00 nan nan nan nan nan nan nan nan nan 
K03322.01 0.453 8499 0.50 nan nan nan nan nan nan nan nan nan 
K03323.01 0.014 104 2.52 nan nan nan nan nan nan nan nan nan 
K03324.01 0.029 315 1.89 nan nan nan nan nan nan nan nan nan 
K03325.01 0.900 1025 0.60 nan nan nan nan nan nan nan nan nan 
K03326.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03327.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03328.01 0.120 721 0.50 nan nan nan nan nan nan nan nan nan 
K03329.01 0.016 113 2.07 nan nan nan nan nan nan nan nan nan 
K03330.01 0.013 92 1.53 nan nan nan nan nan nan nan nan nan 
K03331.01 0.270 6480 0.78 nan nan nan nan nan nan nan nan nan 
K03332.01 0.424 5784 4.00 nan nan nan nan nan nan nan nan nan 
K03333.01 0.702 87892 4.00 nan nan nan nan nan nan nan nan nan 
K03334.01 0.399 410 0.50 nan nan nan nan nan nan nan nan nan 
K03335.01 0.019 165 1.62 nan nan nan nan nan nan nan nan nan 
K03336.01 0.244 2870 0.90 nan nan nan nan nan nan nan nan nan 
K03337.01 0.019 152 1.65 nan nan nan nan nan nan nan nan nan 
K03338.01 0.199 107 0.50 nan nan nan nan nan nan nan nan nan 
K03338.02 nan nan nan nan nan nan nan nan nan nan nan nan 
K03339.01 0.024 150 1.05 nan nan nan nan nan nan nan nan nan 
K03340.01 0.008 33 1.89 nan nan nan nan nan nan nan nan nan 
K03340.02 0.010 40 1.95 nan nan nan nan nan nan nan nan nan 
K03341.01 0.013 70 1.86 nan nan nan nan nan nan nan nan nan 
K03341.02 0.011 38 4.80 nan nan nan nan nan nan nan nan nan 
K03342.01 0.456 94220 0.50 nan nan nan nan nan nan nan nan nan 
K03343.01 0.025 305 1.44 nan nan nan nan nan nan nan nan nan 
K03344.01 0.016 99 2.10 nan nan nan nan nan nan nan nan nan 
K03344.02 0.014 62 0.75 nan nan nan nan nan nan nan nan nan 
K03344.03 0.022 397 3.90 nan nan nan nan nan nan nan nan nan 
K03345.01 0.014 88 1.56 nan nan nan nan nan nan nan nan nan 
K03346.01 0.010 31 1.59 nan nan nan nan nan nan nan nan nan 
K03347.01 0.017 124 1.47 nan nan nan nan nan nan nan nan nan 
K03348.01 0.019 178 1.32 nan nan nan nan nan nan nan nan nan 
K03348.02 0.013 142 2.25 nan nan nan nan nan nan nan nan nan 
K03349.01 0.021 174 1.41 nan nan nan nan nan nan nan nan nan 
K03350.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03351.01 0.499 75522 0.50 nan nan nan nan nan nan nan nan nan 
K03352.01 0.016 91 1.59 nan nan nan nan nan nan nan nan nan 
K03353.01 0.014 107 1.53 nan nan nan nan nan nan nan nan nan 
K03354.01 0.015 129 3.90 nan nan nan nan nan nan nan nan nan 
K03355.01 0.014 89 2.46 nan nan nan nan nan nan nan nan nan 
K03356.01 0.015 97 2.10 nan nan nan nan nan nan nan nan nan 
K03357.01 0.297 257 0.50 nan nan nan nan nan nan nan nan nan 
K03358.01 0.041 118 0.50 nan nan nan nan nan nan nan nan nan 
K03359.01 0.650 164924 4.00 nan nan nan nan nan nan nan nan nan 
K03360.01 0.263 42032 0.54 nan nan nan nan nan nan nan nan nan 
K03361.01 0.022 191 0.99 nan nan nan nan nan nan nan nan nan 
K03362.01 0.464 36224 0.50 nan nan nan nan nan nan nan nan nan 
K03363.01 0.017 70 0.84 nan nan nan nan nan nan nan nan nan 
K03364.01 0.024 172 4.00 nan nan nan nan nan nan nan nan nan 
K03365.01 0.019 106 0.60 nan nan nan nan nan nan nan nan nan 
K03366.01 0.014 127 4.00 nan nan nan nan nan nan nan nan nan 
K03367.01 0.019 241 1.95 nan nan nan nan nan nan nan nan nan 
K03368.01 0.015 125 1.62 nan nan nan nan nan nan nan nan nan 
K03369.01 0.558 7885 0.50 nan nan nan nan nan nan nan nan nan 
K03370.01 0.018 163 2.49 nan nan nan nan nan nan nan nan nan 
K03370.02 0.015 93 0.87 nan nan nan nan nan nan nan nan nan 
K03371.02 0.011 61 1.56 nan nan nan nan nan nan nan nan nan 
K03372.01 0.022 312 3.30 nan nan nan nan nan nan nan nan nan 
K03373.01 0.257 4045 0.50 nan nan nan nan nan nan nan nan nan 
K03374.01 0.010 44 1.77 nan nan nan nan nan nan nan nan nan 
K03374.02 0.013 67 1.71 nan nan nan nan nan nan nan nan nan 
K03375.01 0.028 289 0.66 nan nan nan nan nan nan nan nan nan 
K03376.01 0.017 105 0.50 nan nan nan nan nan nan nan nan nan 
K03377.01 0.019 210 2.40 nan nan nan nan nan nan nan nan nan 
K03378.01 0.014 99 4.00 nan nan nan nan nan nan nan nan nan 
K03379.01 0.021 158 1.53 nan nan nan nan nan nan nan nan nan 
K03380.01 0.016 75 2.28 nan nan nan nan nan nan nan nan nan 
K03382.01 0.172 49 0.72 nan nan nan nan nan nan nan nan nan 
K03383.01 0.026 283 1.20 nan nan nan nan nan nan nan nan nan 
K03384.01 0.010 50 1.65 nan nan nan nan nan nan nan nan nan 
K03384.02 0.012 28 0.96 nan nan nan nan nan nan nan nan nan 
K03385.01 0.748 497 0.50 nan nan nan nan nan nan nan nan nan 
K03386.01 0.319 352 0.50 nan nan nan nan nan nan nan nan nan 
K03387.01 0.015 184 1.50 nan nan nan nan nan nan nan nan nan 
K03388.01 0.511 174 1.71 nan nan nan nan nan nan nan nan nan 
K03389.01 0.013 71 2.97 nan nan nan nan nan nan nan nan nan 
K03390.01 0.456 10431 0.50 nan nan nan nan nan nan nan nan nan 
K03391.01 0.024 308 1.71 nan nan nan nan nan nan nan nan nan 
K03392.01 0.312 4494 0.50 nan nan nan nan nan nan nan nan nan 
K03393.01 0.019 170 1.32 nan nan nan nan nan nan nan nan nan 
K03394.01 0.017 122 1.05 nan nan nan nan nan nan nan nan nan 
K03395.01 0.014 62 1.44 nan nan nan nan nan nan nan nan nan 
K03395.02 0.008 34 2.34 nan nan nan nan nan nan nan nan nan 
K03396.01 0.019 169 1.68 nan nan nan nan nan nan nan nan nan 
K03397.01 0.017 181 3.30 nan nan nan nan nan nan nan nan nan 
K03398.01 0.012 74 0.87 nan nan nan nan nan nan nan nan nan 
K03398.02 0.029 234 1.08 nan nan nan nan nan nan nan nan nan 
K03399.01 0.365 867 0.50 nan nan nan nan nan nan nan nan nan 
K03401.01 0.010 63 1.02 nan nan nan nan nan nan nan nan nan 
K03402.01 0.314 5298 0.50 nan nan nan nan nan nan nan nan nan 
K03403.01 0.013 54 1.47 nan nan nan nan nan nan nan nan nan 
K03403.02 0.007 17 1.17 nan nan nan nan nan nan nan nan nan 
K03404.01 0.018 185 3.30 nan nan nan nan nan nan nan nan nan 
K03407.01 0.032 300 0.75 nan nan nan nan nan nan nan nan nan 
K03408.01 0.016 126 3.30 nan nan nan nan nan nan nan nan nan 
K03409.01 0.040 323 0.50 nan nan nan nan nan nan nan nan nan 
K03410.01 0.014 103 1.56 nan nan nan nan nan nan nan nan nan 
K03410.02 0.016 186 4.20 nan nan nan nan nan nan nan nan nan 
K03411.01 0.114 205 0.50 nan nan nan nan nan nan nan nan nan 
K03412.01 0.019 86 0.57 nan nan nan nan nan nan nan nan nan 
K03413.01 0.505 482 0.50 nan nan nan nan nan nan nan nan nan 
K03414.01 0.959 743 0.50 nan nan nan nan nan nan nan nan nan 
K03415.01 0.010 38 2.55 nan nan nan nan nan nan nan nan nan 
K03416.01 0.014 91 2.04 nan nan nan nan nan nan nan nan nan 
K03417.01 0.030 247 0.96 nan nan nan nan nan nan nan nan nan 
K03418.01 0.026 261 1.17 nan nan nan nan nan nan nan nan nan 
K03419.01 0.829 260 0.50 nan nan nan nan nan nan nan nan nan 
K03420.01 0.013 91 1.56 nan nan nan nan nan nan nan nan nan 
K03420.02 0.015 160 1.98 nan nan nan nan nan nan nan nan nan 
K03421.01 0.011 61 1.53 nan nan nan nan nan nan nan nan nan 
K03422.01 0.019 176 3.30 nan nan nan nan nan nan nan nan nan 
K03423.01 0.022 143 0.75 nan nan nan nan nan nan nan nan nan 
K03424.01 0.524 466 0.50 nan nan nan nan nan nan nan nan nan 
K03425.01 0.011 35 2.43 nan nan nan nan nan nan nan nan nan 
K03425.02 0.007 12 2.79 nan nan nan nan nan nan nan nan nan 
K03425.03 0.007 33 4.50 nan nan nan nan nan nan nan nan nan 
K03426.01 0.015 129 1.62 nan nan nan nan nan nan nan nan nan 
K03427.01 0.571 15398 0.50 nan nan nan nan nan nan nan nan nan 
K03428.01 0.016 103 0.87 nan nan nan nan nan nan nan nan nan 
K03429.01 0.016 173 2.31 nan nan nan nan nan nan nan nan nan 
K03429.02 0.016 79 2.04 nan nan nan nan nan nan nan nan nan 
K03430.01 0.013 119 2.61 nan nan nan nan nan nan nan nan nan 
K03431.01 0.018 672 1.05 nan nan nan nan nan nan nan nan nan 
K03432.01 0.015 116 1.05 nan nan nan nan nan nan nan nan nan 
K03433.01 0.971 643 0.54 nan nan nan nan nan nan nan nan nan 
K03434.01 0.011 69 2.88 nan nan nan nan nan nan nan nan nan 
K03435.01 0.016 137 1.08 nan nan nan nan nan nan nan nan nan 
K03436.01 0.014 110 2.04 nan nan nan nan nan nan nan nan nan 
K03437.01 0.011 51 2.88 nan nan nan nan nan nan nan nan nan 
K03437.02 0.013 124 1.89 nan nan nan nan nan nan nan nan nan 
K03438.01 0.011 33 0.87 nan nan nan nan nan nan nan nan nan 
K03439.01 0.017 122 0.87 nan nan nan nan nan nan nan nan nan 
K03440.01 0.022 240 1.41 nan nan nan nan nan nan nan nan nan 
K03440.02 0.034 412 2.04 nan nan nan nan nan nan nan nan nan 
K03441.01 0.500 56427 0.50 nan nan nan nan nan nan nan nan nan 
K03442.01 0.559 5694 0.50 nan nan nan nan nan nan nan nan nan 
K03443.01 0.028 253 0.96 nan nan nan nan nan nan nan nan nan 
K03444.01 0.013 81 2.22 nan nan nan nan nan nan nan nan nan 
K03444.02 0.456 245 0.50 nan nan nan nan nan nan nan nan nan 
K03444.03 0.008 39 3.30 nan nan nan nan nan nan nan nan nan 
K03445.01 0.024 228 0.81 nan nan nan nan nan nan nan nan nan 
K03446.01 0.020 395 4.00 nan nan nan nan nan nan nan nan nan 
K03448.01 0.018 217 3.30 nan nan nan nan nan nan nan nan nan 
K03449.01 0.456 267 0.50 nan nan nan nan nan nan nan nan nan 
K03450.01 0.012 130 1.62 nan nan nan nan nan nan nan nan nan 
K03451.01 0.013 74 2.07 nan nan nan nan nan nan nan nan nan 
K03452.01 0.687 340754 4.00 nan nan nan nan nan nan nan nan nan 
K03453.01 0.758 217 0.50 nan nan nan nan nan nan nan nan nan 
K03454.01 0.575 119848 0.50 nan nan nan nan nan nan nan nan nan 
K03455.01 0.016 135 2.01 nan nan nan nan nan nan nan nan nan 
K03456.01 0.010 42 1.56 nan nan nan nan nan nan nan nan nan 
K03457.01 0.351 123 0.50 nan nan nan nan nan nan nan nan nan 
K03458.01 0.013 104 1.92 nan nan nan nan nan nan nan nan nan 
K03459.01 0.016 126 3.30 nan nan nan nan nan nan nan nan nan 
K03460.01 0.013 93 2.37 nan nan nan nan nan nan nan nan nan 
K03461.01 0.023 611 2.37 nan nan nan nan nan nan nan nan nan 
K03461.02 0.013 124 1.23 nan nan nan nan nan nan nan nan nan 
K03462.01 0.016 132 1.65 nan nan nan nan nan nan nan nan nan 
K03462.02 0.017 168 3.60 nan nan nan nan nan nan nan nan nan 
K03463.01 0.011 96 2.34 nan nan nan nan nan nan nan nan nan 
K03464.01 0.604 652 0.50 nan nan nan nan nan nan nan nan nan 
K03465.01 0.009 51 1.20 nan nan nan nan nan nan nan nan nan 
K03466.01 0.507 63151 4.00 nan nan nan nan nan nan nan nan nan 
K03467.01 0.463 187 0.50 nan nan nan nan nan nan nan nan nan 
K03468.01 0.010 47 1.71 nan nan nan nan nan nan nan nan nan 
K03469.01 0.022 515 5.40 nan nan nan nan nan nan nan nan nan 
K03470.01 0.015 93 1.98 nan nan nan nan nan nan nan nan nan 
K03470.02 0.017 107 0.90 nan nan nan nan nan nan nan nan nan 
K03471.01 0.121 222 0.50 nan nan nan nan nan nan nan nan nan 
K03472.01 0.011 70 2.43 nan nan nan nan nan nan nan nan nan 
K03473.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03474.01 0.013 73 2.37 nan nan nan nan nan nan nan nan nan 
K03475.01 0.011 118 1.26 nan nan nan nan nan nan nan nan nan 
K03476.01 0.478 303 0.50 nan nan nan nan nan nan nan nan nan 
K03477.01 0.817 48 1.68 nan nan nan nan nan nan nan nan nan 
K03478.01 0.012 81 1.56 nan nan nan nan nan nan nan nan nan 
K03479.01 0.335 23294 0.50 nan nan nan nan nan nan nan nan nan 
K03479.02 0.011 29 1.68 nan nan nan nan nan nan nan nan nan 
K03480.01 0.015 142 1.98 nan nan nan nan nan nan nan nan nan 
K03481.01 0.011 76 1.44 nan nan nan nan nan nan nan nan nan 
K03482.01 0.013 80 1.50 nan nan nan nan nan nan nan nan nan 
K03483.01 0.016 134 2.58 nan nan nan nan nan nan nan nan nan 
K03484.01 0.024 293 1.56 nan nan nan nan nan nan nan nan nan 
K03485.01 0.010 270 1.50 nan nan nan nan nan nan nan nan nan 
K03486.01 0.012 61 1.65 nan nan nan nan nan nan nan nan nan 
K03487.01 0.468 528 1.26 nan nan nan nan nan nan nan nan nan 
K03489.01 0.194 2517 0.50 nan nan nan nan nan nan nan nan nan 
K03490.01 0.997 84 1.02 nan nan nan nan nan nan nan nan nan 
K03491.01 0.049 136 0.50 nan nan nan nan nan nan nan nan nan 
K03492.01 0.010 102 0.50 nan nan nan nan nan nan nan nan nan 
K03493.01 0.016 144 1.56 nan nan nan nan nan nan nan nan nan 
K03494.01 0.031 397 1.83 nan nan nan nan nan nan nan nan nan 
K03495.01 0.011 70 2.25 nan nan nan nan nan nan nan nan nan 
K03495.02 0.010 63 4.20 nan nan nan nan nan nan nan nan nan 
K03496.01 0.012 76 1.11 nan nan nan nan nan nan nan nan nan 
K03496.02 0.515 42 1.02 nan nan nan nan nan nan nan nan nan 
K03497.01 0.016 67 0.69 nan nan nan nan nan nan nan nan nan 
K03498.01 0.397 349 0.66 nan nan nan nan nan nan nan nan nan 
K03499.01 0.010 275 1.47 nan nan nan nan nan nan nan nan nan 
K03499.02 0.009 52 3.60 nan nan nan nan nan nan nan nan nan 
K03500.01 0.014 46 1.14 nan nan nan nan nan nan nan nan nan 
K03500.02 0.005 16 2.10 nan nan nan nan nan nan nan nan nan 
K03501.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03502.01 0.030 995 1.44 nan nan nan nan nan nan nan nan nan 
K03503.01 0.008 55 2.34 nan nan nan nan nan nan nan nan nan 
K03503.02 0.009 64 3.00 nan nan nan nan nan nan nan nan nan 
K03504.01 0.017 379 1.50 nan nan nan nan nan nan nan nan nan 
K03505.01 0.590 79 4.00 nan nan nan nan nan nan nan nan nan 
K03506.01 0.387 2825 0.50 nan nan nan nan nan nan nan nan nan 
K03508.01 0.016 135 1.74 nan nan nan nan nan nan nan nan nan 
K03509.01 0.261 76 2.73 nan nan nan nan nan nan nan nan nan 
K03510.01 0.552 137686 0.50 nan nan nan nan nan nan nan nan nan 
K03511.01 0.558 62 4.00 nan nan nan nan nan nan nan nan nan 
K03512.01 0.582 54012 4.00 nan nan nan nan nan nan nan nan nan 
K03513.01 0.269 11229 7.20 nan nan nan nan nan nan nan nan nan 
K03514.01 0.516 266 4.00 nan nan nan nan nan nan nan nan nan 
K03515.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03516.01 0.521 3119 4.00 nan nan nan nan nan nan nan nan nan 
K03517.01 0.677 415102 0.50 nan nan nan nan nan nan nan nan nan 
K03518.01 0.637 57 4.00 nan nan nan nan nan nan nan nan nan 
K03520.01 0.626 1399 4.00 nan nan nan nan nan nan nan nan nan 
K03521.01 0.648 24900 4.00 nan nan nan nan nan nan nan nan nan 
K03522.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03523.01 0.440 25028 0.50 nan nan nan nan nan nan nan nan nan 
K03524.01 0.687 706 4.00 nan nan nan nan nan nan nan nan nan 
K03525.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03526.01 0.583 7455 4.00 nan nan nan nan nan nan nan nan nan 
K03527.01 0.562 446 0.50 nan nan nan nan nan nan nan nan nan 
K03528.01 0.480 145 0.50 nan nan nan nan nan nan nan nan nan 
K03529.01 0.623 27815 4.00 nan nan nan nan nan nan nan nan nan 
K03530.01 0.697 173180 4.00 nan nan nan nan nan nan nan nan nan 
K03531.01 0.515 297 0.50 nan nan nan nan nan nan nan nan nan 
K03532.01 0.654 948 4.00 nan nan nan nan nan nan nan nan nan 
K03533.01 0.802 5450 0.50 nan nan nan nan nan nan nan nan nan 
K03534.01 0.639 73759 4.00 nan nan nan nan nan nan nan nan nan 
K03535.01 0.645 81711 4.00 nan nan nan nan nan nan nan nan nan 
K03536.01 0.518 275 0.50 nan nan nan nan nan nan nan nan nan 
K03537.01 0.521 659 0.50 nan nan nan nan nan nan nan nan nan 
K03538.01 0.659 72574 4.00 nan nan nan nan nan nan nan nan nan 
K03539.01 0.531 73179 0.50 nan nan nan nan nan nan nan nan nan 
K03540.01 0.607 1970 0.50 nan nan nan nan nan nan nan nan nan 
K03541.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03542.01 0.817 25176 3.60 nan nan nan nan nan nan nan nan nan 
K03543.01 0.622 414 4.00 nan nan nan nan nan nan nan nan nan 
K03544.01 0.747 881 4.00 nan nan nan nan nan nan nan nan nan 
K03545.01 0.664 8049 4.00 nan nan nan nan nan nan nan nan nan 
K03546.01 0.410 27831 0.50 nan nan nan nan nan nan nan nan nan 
K03547.01 0.607 51753 0.50 nan nan nan nan nan nan nan nan nan 
K03548.01 0.360 7790 0.50 nan nan nan nan nan nan nan nan nan 
K03549.01 0.709 76970 4.00 nan nan nan nan nan nan nan nan nan 
K03550.01 0.712 3121 4.00 nan nan nan nan nan nan nan nan nan 
K03551.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03552.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03553.01 0.519 40959 0.50 nan nan nan nan nan nan nan nan nan 
K03554.01 0.574 1696 4.00 nan nan nan nan nan nan nan nan nan 
K03555.01 0.226 14448 0.50 nan nan nan nan nan nan nan nan nan 
K03556.01 0.399 25267 0.50 nan nan nan nan nan nan nan nan nan 
K03557.01 0.349 176 0.50 nan nan nan nan nan nan nan nan nan 
K03558.01 0.512 199923 0.50 nan nan nan nan nan nan nan nan nan 
K03560.01 0.649 880 4.00 nan nan nan nan nan nan nan nan nan 
K03561.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03562.01 0.383 36274 0.50 nan nan nan nan nan nan nan nan nan 
K03563.01 0.780 65921 0.50 nan nan nan nan nan nan nan nan nan 
K03564.01 0.499 1242 0.50 nan nan nan nan nan nan nan nan nan 
K03565.01 0.775 225 0.81 nan nan nan nan nan nan nan nan nan 
K03566.01 0.442 513 0.50 nan nan nan nan nan nan nan nan nan 
K03567.01 0.473 113994 0.75 nan nan nan nan nan nan nan nan nan 
K03568.01 0.663 1457 4.00 nan nan nan nan nan nan nan nan nan 
K03569.01 0.197 1685 0.50 nan nan nan nan nan nan nan nan nan 
K03570.01 0.543 109 0.72 nan nan nan nan nan nan nan nan nan 
K03571.01 0.684 2049 0.50 nan nan nan nan nan nan nan nan nan 
K03572.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03573.01 0.849 228 0.50 nan nan nan nan nan nan nan nan nan 
K03574.01 0.448 26720 0.50 nan nan nan nan nan nan nan nan nan 
K03575.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03576.01 0.603 285126 0.50 nan nan nan nan nan nan nan nan nan 
K03577.01 0.305 36325 0.50 nan nan nan nan nan nan nan nan nan 
K03578.01 0.312 822 0.50 nan nan nan nan nan nan nan nan nan 
K03579.01 0.555 65 4.00 nan nan nan nan nan nan nan nan nan 
K03580.01 0.694 23176 0.50 nan nan nan nan nan nan nan nan nan 
K03581.01 0.691 123464 4.00 nan nan nan nan nan nan nan nan nan 
K03582.01 0.543 85684 0.50 nan nan nan nan nan nan nan nan nan 
K03583.01 0.482 253 0.50 nan nan nan nan nan nan nan nan nan 
K03584.01 0.337 9299 0.50 nan nan nan nan nan nan nan nan nan 
K03585.01 0.448 381 0.50 nan nan nan nan nan nan nan nan nan 
K03586.01 0.413 8105 0.50 nan nan nan nan nan nan nan nan nan 
K03587.01 0.485 22521 0.50 nan nan nan nan nan nan nan nan nan 
K03588.01 0.656 7358 4.00 nan nan nan nan nan nan nan nan nan 
K03589.01 0.373 136829 0.50 nan nan nan nan nan nan nan nan nan 
K03590.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K03591.01 0.437 29111 0.50 nan nan nan nan nan nan nan nan nan 
K03592.01 0.261 14885 0.50 nan nan nan nan nan nan nan nan nan 
K03593.01 0.201 2278 0.50 nan nan nan nan nan nan nan nan nan 
K03594.01 0.372 7622 1.05 nan nan nan nan nan nan nan nan nan 
K03595.01 0.222 4703 0.50 nan nan nan nan nan nan nan nan nan 
K03596.01 0.571 64140 4.00 nan nan nan nan nan nan nan nan nan 
K03597.01 0.293 9848 0.50 nan nan nan nan nan nan nan nan nan 
K03598.01 0.707 275491 4.00 nan nan nan nan nan nan nan nan nan 
K03599.01 0.412 12782 0.50 nan nan nan nan nan nan nan nan nan 
K03600.01 0.348 119 4.00 nan nan nan nan nan nan nan nan nan 
